x,y
1.488042999999999893e+03,1.487502999999999929e+03
1.487502999999999929e+03,1.487292999999999893e+03
1.487292999999999893e+03,1.475272999999999911e+03
1.475272999999999911e+03,1.475262999999999920e+03
1.475262999999999920e+03,1.463313000000000102e+03
1.463313000000000102e+03,1.456962999999999965e+03
1.456962999999999965e+03,1.456212999999999965e+03
1.456212999999999965e+03,1.456153000000000020e+03
1.456153000000000020e+03,1.455353000000000065e+03
1.455353000000000065e+03,1.455313000000000102e+03
1.455313000000000102e+03,1.455022999999999911e+03
1.455022999999999911e+03,1.455542999999999893e+03
1.455542999999999893e+03,1.454452999999999975e+03
1.454452999999999975e+03,1.453492999999999938e+03
1.453492999999999938e+03,1.453333000000000084e+03
1.453333000000000084e+03,1.447432999999999993e+03
1.447432999999999993e+03,1.437073000000000093e+03
1.437073000000000093e+03,1.435303000000000111e+03
1.435303000000000111e+03,1.426182999999999993e+03
1.426182999999999993e+03,1.418192999999999984e+03
1.418192999999999984e+03,1.418363000000000056e+03
1.418363000000000056e+03,1.418512999999999920e+03
1.418512999999999920e+03,1.415202999999999975e+03
1.415202999999999975e+03,1.424442999999999984e+03
1.424442999999999984e+03,1.421153000000000020e+03
1.421153000000000020e+03,1.421522999999999911e+03
1.421522999999999911e+03,1.422063000000000102e+03
1.422063000000000102e+03,1.418272999999999911e+03
1.418272999999999911e+03,1.417502999999999929e+03
1.417502999999999929e+03,1.413173000000000002e+03
1.413173000000000002e+03,1.415303000000000111e+03
1.415303000000000111e+03,1.414303000000000111e+03
1.414303000000000111e+03,1.411012999999999920e+03
1.411012999999999920e+03,1.407252999999999929e+03
1.407252999999999929e+03,1.410512999999999920e+03
1.410512999999999920e+03,1.403123000000000047e+03
1.403123000000000047e+03,1.391182999999999993e+03
1.391182999999999993e+03,1.392462999999999965e+03
1.392462999999999965e+03,1.405093000000000075e+03
1.405093000000000075e+03,1.406182999999999993e+03
1.406182999999999993e+03,1.419282999999999902e+03
1.419282999999999902e+03,1.420282999999999902e+03
1.420282999999999902e+03,1.423173000000000002e+03
1.423173000000000002e+03,1.424252999999999929e+03
1.424252999999999929e+03,1.427173000000000002e+03
1.427173000000000002e+03,1.432522999999999911e+03
1.432522999999999911e+03,1.435012999999999920e+03
1.435012999999999920e+03,1.437173000000000002e+03
1.437173000000000002e+03,1.438343000000000075e+03
1.438343000000000075e+03,1.438192999999999984e+03
1.438192999999999984e+03,1.429403000000000020e+03
1.429403000000000020e+03,1.429002999999999929e+03
1.429002999999999929e+03,1.427153000000000020e+03
1.427153000000000020e+03,1.425482999999999947e+03
1.425482999999999947e+03,1.423522999999999911e+03
1.423522999999999911e+03,1.421833000000000084e+03
1.421833000000000084e+03,1.421534000000000106e+03
1.421534000000000106e+03,1.420563000000000102e+03
1.420563000000000102e+03,1.420413000000000011e+03
1.420413000000000011e+03,1.420373000000000047e+03
1.420373000000000047e+03,1.421992999999999938e+03
1.421992999999999938e+03,1.426222999999999956e+03
1.426222999999999956e+03,1.426262999999999920e+03
1.426262999999999920e+03,1.423113000000000056e+03
1.423113000000000056e+03,1.421093000000000075e+03
1.421093000000000075e+03,1.419153999999999996e+03
1.419153999999999996e+03,1.418263999999999896e+03
1.418263999999999896e+03,1.418483999999999924e+03
1.418483999999999924e+03,1.417403999999999996e+03
1.417403999999999996e+03,1.411034000000000106e+03
1.411034000000000106e+03,1.409233999999999924e+03
1.409233999999999924e+03,1.407044000000000096e+03
1.407044000000000096e+03,1.405794000000000096e+03
1.405794000000000096e+03,1.406614000000000033e+03
1.406614000000000033e+03,1.406253999999999905e+03
1.406253999999999905e+03,1.399094000000000051e+03
1.399094000000000051e+03,1.397134000000000015e+03
1.397134000000000015e+03,1.396423999999999978e+03
1.396423999999999978e+03,1.387134000000000015e+03
1.387134000000000015e+03,1.386423999999999978e+03
1.386423999999999978e+03,1.374222999999999956e+03
1.374222999999999956e+03,1.364212999999999965e+03
1.364212999999999965e+03,1.353163999999999987e+03
1.353163999999999987e+03,1.352384000000000015e+03
1.352384000000000015e+03,1.341163999999999987e+03
1.341163999999999987e+03,1.340413999999999987e+03
1.340413999999999987e+03,1.339304000000000087e+03
1.339304000000000087e+03,1.331034000000000106e+03
1.331034000000000106e+03,1.329472999999999956e+03
1.329472999999999956e+03,1.327564000000000078e+03
1.327564000000000078e+03,1.319232999999999947e+03
1.319232999999999947e+03,1.308403000000000020e+03
1.308403000000000020e+03,1.307534000000000106e+03
1.307534000000000106e+03,1.298233999999999924e+03
1.298233999999999924e+03,1.286953999999999951e+03
1.286953999999999951e+03,1.286273999999999887e+03
1.286273999999999887e+03,1.278153999999999996e+03
1.278153999999999996e+03,1.278163999999999987e+03
1.278163999999999987e+03,1.269993999999999915e+03
1.269993999999999915e+03,1.266403999999999996e+03
1.266403999999999996e+03,1.263403999999999996e+03
1.263403999999999996e+03,1.262294000000000096e+03
1.262294000000000096e+03,1.261044000000000096e+03
1.261044000000000096e+03,1.261304000000000087e+03
1.261304000000000087e+03,1.257003999999999905e+03
1.257003999999999905e+03,1.253273999999999887e+03
1.253273999999999887e+03,1.249193999999999960e+03
1.249193999999999960e+03,1.246992999999999938e+03
1.246992999999999938e+03,1.240203999999999951e+03
1.240203999999999951e+03,1.237353000000000065e+03
1.237353000000000065e+03,1.234383000000000038e+03
1.234383000000000038e+03,1.231303000000000111e+03
1.231303000000000111e+03,1.228833000000000084e+03
1.228833000000000084e+03,1.226292999999999893e+03
1.226292999999999893e+03,1.225353000000000065e+03
1.225353000000000065e+03,1.223053000000000111e+03
1.223053000000000111e+03,1.223173000000000002e+03
1.223173000000000002e+03,1.218613000000000056e+03
1.218613000000000056e+03,1.214482999999999947e+03
1.214482999999999947e+03,1.210163000000000011e+03
1.210163000000000011e+03,1.206383000000000038e+03
1.206383000000000038e+03,1.206113000000000056e+03
1.206113000000000056e+03,1.203032999999999902e+03
1.203032999999999902e+03,1.198393000000000029e+03
1.198393000000000029e+03,1.197032999999999902e+03
1.197032999999999902e+03,1.194333000000000084e+03
1.194333000000000084e+03,1.186143000000000029e+03
1.186143000000000029e+03,1.185333000000000084e+03
1.185333000000000084e+03,1.183502999999999929e+03
1.183502999999999929e+03,1.181962999999999965e+03
1.181962999999999965e+03,1.178472999999999956e+03
1.178472999999999956e+03,1.172772999999999911e+03
1.172772999999999911e+03,1.163883000000000038e+03
1.163883000000000038e+03,1.168133000000000038e+03
1.168133000000000038e+03,1.174462999999999965e+03
1.174462999999999965e+03,1.181063000000000102e+03
1.181063000000000102e+03,1.183992999999999938e+03
1.183992999999999938e+03,1.194913000000000011e+03
1.194913000000000011e+03,1.198222999999999956e+03
1.198222999999999956e+03,1.204343000000000075e+03
1.204343000000000075e+03,1.213413000000000011e+03
1.213413000000000011e+03,1.213563000000000102e+03
1.213563000000000102e+03,1.218012999999999920e+03
1.218012999999999920e+03,1.218432999999999993e+03
1.218432999999999993e+03,1.224303000000000111e+03
1.224303000000000111e+03,1.238252999999999929e+03
1.238252999999999929e+03,1.242282999999999902e+03
1.242282999999999902e+03,1.248262999999999920e+03
1.248262999999999920e+03,1.255182999999999993e+03
1.255182999999999993e+03,1.261553000000000111e+03
1.261553000000000111e+03,1.262423000000000002e+03
1.262423000000000002e+03,1.263032999999999902e+03
1.263032999999999902e+03,1.267482999999999947e+03
1.267482999999999947e+03,1.269512999999999920e+03
1.269512999999999920e+03,1.277163000000000011e+03
1.277163000000000011e+03,1.277103000000000065e+03
1.277103000000000065e+03,1.284482999999999947e+03
1.284482999999999947e+03,1.281633000000000038e+03
1.281633000000000038e+03,1.277383000000000038e+03
1.277383000000000038e+03,1.290432999999999993e+03
1.290432999999999993e+03,1.297282999999999902e+03
1.297282999999999902e+03,1.296952999999999975e+03
1.296952999999999975e+03,1.296903000000000020e+03
1.296903000000000020e+03,1.297952999999999975e+03
1.297952999999999975e+03,1.304462999999999965e+03
1.304462999999999965e+03,1.305353000000000065e+03
1.305353000000000065e+03,1.305232999999999947e+03
1.305232999999999947e+03,1.315252999999999929e+03
1.315252999999999929e+03,1.315323000000000093e+03
1.315323000000000093e+03,1.315423000000000002e+03
1.315423000000000002e+03,1.314063000000000102e+03
1.314063000000000102e+03,1.312252999999999929e+03
1.312252999999999929e+03,1.312063000000000102e+03
1.312063000000000102e+03,1.313272999999999911e+03
1.313272999999999911e+03,1.313383000000000038e+03
1.313383000000000038e+03,1.317262999999999920e+03
1.317262999999999920e+03,1.317843000000000075e+03
1.317843000000000075e+03,1.325292999999999893e+03
1.325292999999999893e+03,1.325712999999999965e+03
1.325712999999999965e+03,1.320182999999999993e+03
1.320182999999999993e+03,1.320093000000000075e+03
1.320093000000000075e+03,1.322373000000000047e+03
1.322373000000000047e+03,1.326242999999999938e+03
1.326242999999999938e+03,1.326393000000000029e+03
1.326393000000000029e+03,1.330432999999999993e+03
1.330432999999999993e+03,1.337573000000000093e+03
1.337573000000000093e+03,1.338212999999999965e+03
1.338212999999999965e+03,1.339232999999999947e+03
1.339232999999999947e+03,1.348272999999999911e+03
1.348272999999999911e+03,1.362423000000000002e+03
1.362423000000000002e+03,1.369063000000000102e+03
1.369063000000000102e+03,1.392403000000000020e+03
1.392403000000000020e+03,1.393423000000000002e+03
1.393423000000000002e+03,1.394423000000000002e+03
1.394423000000000002e+03,1.396992999999999938e+03
1.396992999999999938e+03,1.402529999999999973e+03
1.402529999999999973e+03,1.403492999999999938e+03
1.403492999999999938e+03,1.406452999999999975e+03
1.406452999999999975e+03,1.410123000000000047e+03
1.410123000000000047e+03,1.394103000000000065e+03
1.394103000000000065e+03,1.392212999999999965e+03
1.392212999999999965e+03,1.382063000000000102e+03
1.382063000000000102e+03,1.382323000000000093e+03
1.382323000000000093e+03,1.396053000000000111e+03
1.396053000000000111e+03,1.396272999999999911e+03
1.396272999999999911e+03,1.413573000000000093e+03
1.413573000000000093e+03,1.415292999999999893e+03
1.415292999999999893e+03,1.422292999999999893e+03
1.422292999999999893e+03,1.423583000000000084e+03
1.423583000000000084e+03,1.419942999999999984e+03
1.419942999999999984e+03,1.422903000000000020e+03
1.422903000000000020e+03,1.425262999999999920e+03
1.425262999999999920e+03,1.427252999999999929e+03
1.427252999999999929e+03,1.436353000000000065e+03
1.436353000000000065e+03,1.437712999999999965e+03
1.437712999999999965e+03,1.440393000000000029e+03
1.440393000000000029e+03,1.440328999999999951e+03
1.440328999999999951e+03,1.440173000000000002e+03
1.440173000000000002e+03,1.429452999999999975e+03
1.429452999999999975e+03,1.426032999999999902e+03
1.426032999999999902e+03,1.427512999999999920e+03
1.427512999999999920e+03,1.428512999999999920e+03
1.428512999999999920e+03,1.433053000000000111e+03
1.433053000000000111e+03,1.433423000000000002e+03
1.433423000000000002e+03,1.440502999999999929e+03
1.440502999999999929e+03,1.439603000000000065e+03
1.439603000000000065e+03,1.434502999999999929e+03
1.434502999999999929e+03,1.427202999999999975e+03
1.427202999999999975e+03,1.425282999999999902e+03
1.425282999999999902e+03,1.414353000000000065e+03
1.414353000000000065e+03,1.414282999999999902e+03
1.414282999999999902e+03,1.422563000000000102e+03
1.422563000000000102e+03,1.427343000000000075e+03
1.427343000000000075e+03,1.432192999999999984e+03
1.432192999999999984e+03,1.440182999999999993e+03
1.440182999999999993e+03,1.443103000000000065e+03
1.443103000000000065e+03,1.451323000000000093e+03
1.451323000000000093e+03,1.461333000000000084e+03
1.461333000000000084e+03,1.467442999999999984e+03
1.467442999999999984e+03,1.468123000000000047e+03
1.468123000000000047e+03,1.468363000000000056e+03
1.468363000000000056e+03,1.471563000000000102e+03
1.471563000000000102e+03,1.486292999999999893e+03
1.486292999999999893e+03,1.487113000000000056e+03
1.487113000000000056e+03,1.526573000000000093e+03
1.526573000000000093e+03,1.557272999999999911e+03
1.557272999999999911e+03,1.634272999999999911e+03
1.634272999999999911e+03,1.634272999999999911e+03
1.634272999999999911e+03,1.654272999999999911e+03
1.654272999999999911e+03,1.669272999999999911e+03
1.669272999999999911e+03,1.700272999999999911e+03
1.700272999999999911e+03,1.737272999999999911e+03
1.737272999999999911e+03,1.756272999999999911e+03
1.756272999999999911e+03,1.765232999999999947e+03
1.765232999999999947e+03,1.765183999999999969e+03
1.765183999999999969e+03,1.765074000000000069e+03
1.765074000000000069e+03,1.765273999999999887e+03
1.765273999999999887e+03,1.764243999999999915e+03
1.764243999999999915e+03,1.765173999999999978e+03
1.765173999999999978e+03,1.766044000000000096e+03
1.766044000000000096e+03,1.769493999999999915e+03
1.769493999999999915e+03,1.758183999999999969e+03
1.758183999999999969e+03,1.758193999999999960e+03
1.758193999999999960e+03,1.758223999999999933e+03
1.758223999999999933e+03,1.747993999999999915e+03
1.747993999999999915e+03,1.748013999999999896e+03
1.748013999999999896e+03,1.747973999999999933e+03
1.747973999999999933e+03,1.747953999999999951e+03
1.747953999999999951e+03,1.748294000000000096e+03
1.748294000000000096e+03,1.748473999999999933e+03
1.748473999999999933e+03,1.749183999999999969e+03
1.749183999999999969e+03,1.758243999999999915e+03
1.758243999999999915e+03,1.758584000000000060e+03
1.758584000000000060e+03,1.759663999999999987e+03
1.759663999999999987e+03,1.776554000000000087e+03
1.776554000000000087e+03,1.782394000000000005e+03
1.782394000000000005e+03,1.784253999999999905e+03
1.784253999999999905e+03,1.784413999999999987e+03
1.784413999999999987e+03,1.825433999999999969e+03
1.825433999999999969e+03,1.826703999999999951e+03
1.826703999999999951e+03,1.827433999999999969e+03
1.827433999999999969e+03,1.830324000000000069e+03
1.830324000000000069e+03,1.834294000000000096e+03
1.834294000000000096e+03,1.834364000000000033e+03
1.834364000000000033e+03,1.835094000000000051e+03
1.835094000000000051e+03,1.837294000000000096e+03
1.837294000000000096e+03,1.827153999999999996e+03
1.827153999999999996e+03,1.809211999999999989e+03
1.809211999999999989e+03,1.809523999999999887e+03
1.809523999999999887e+03,1.794143000000000029e+03
1.794143000000000029e+03,1.779990999999999985e+03
1.779990999999999985e+03,1.763682999999999993e+03
1.763682999999999993e+03,1.724124000000000024e+03
1.724124000000000024e+03,1.723193999999999960e+03
1.723193999999999960e+03,1.717138999999999896e+03
1.717138999999999896e+03,1.718510999999999967e+03
1.718510999999999967e+03,1.739273999999999887e+03
1.739273999999999887e+03,1.742273999999999887e+03
1.742273999999999887e+03,1.777314000000000078e+03
1.777314000000000078e+03,1.777253999999999905e+03
1.777253999999999905e+03,1.776284000000000106e+03
1.776284000000000106e+03,1.776233999999999924e+03
1.776233999999999924e+03,1.748913999999999987e+03
1.748913999999999987e+03,1.748314000000000078e+03
1.748314000000000078e+03,1.748213999999999942e+03
1.748213999999999942e+03,1.776263999999999896e+03
1.776263999999999896e+03,1.776314000000000078e+03
1.776314000000000078e+03,1.776253999999999905e+03
1.776253999999999905e+03,1.753364000000000033e+03
1.753364000000000033e+03,1.752054000000000087e+03
1.752054000000000087e+03,1.752064000000000078e+03
1.752064000000000078e+03,1.752544000000000096e+03
1.752544000000000096e+03,1.768183999999999969e+03
1.768183999999999969e+03,1.769604000000000042e+03
1.769604000000000042e+03,1.763314000000000078e+03
1.763314000000000078e+03,1.750064000000000078e+03
1.750064000000000078e+03,1.748253999999999905e+03
1.748253999999999905e+03,1.744064000000000078e+03
1.744064000000000078e+03,1.747233999999999924e+03
1.747233999999999924e+03,1.747430000000000064e+03
1.747430000000000064e+03,1.743931000000000040e+03
1.743931000000000040e+03,1.746332000000000107e+03
1.746332000000000107e+03,1.748875999999999976e+03
1.748875999999999976e+03,1.744193999999999960e+03
1.744193999999999960e+03,1.742383000000000038e+03
1.742383000000000038e+03,1.735284000000000106e+03
1.735284000000000106e+03,1.719095000000000027e+03
1.719095000000000027e+03,1.687962999999999965e+03
1.687962999999999965e+03,1.625699000000000069e+03
1.625699000000000069e+03,1.501172000000000025e+03
1.501172000000000025e+03,1.467551999999999907e+03
1.467551999999999907e+03,1.439304000000000087e+03
1.439304000000000087e+03,1.438374000000000024e+03
1.438374000000000024e+03,1.438243999999999915e+03
1.438243999999999915e+03,1.435163999999999987e+03
1.435163999999999987e+03,1.434364000000000033e+03
1.434364000000000033e+03,1.410520999999999958e+03
1.410520999999999958e+03,1.406080999999999904e+03
1.406080999999999904e+03,1.405630000000000109e+03
1.405630000000000109e+03,1.401142000000000053e+03
1.401142000000000053e+03,1.381048999999999978e+03
1.381048999999999978e+03,1.374156999999999925e+03
1.374156999999999925e+03,1.375296000000000049e+03
1.375296000000000049e+03,1.376346999999999980e+03
1.376346999999999980e+03,1.372509000000000015e+03
1.372509000000000015e+03,1.373577999999999975e+03
1.373577999999999975e+03,1.371523999999999887e+03
1.371523999999999887e+03,1.355173000000000002e+03
1.355173000000000002e+03,1.350218000000000075e+03
1.350218000000000075e+03,1.339403999999999996e+03
1.339403999999999996e+03,1.339212999999999965e+03
1.339212999999999965e+03,1.350127999999999929e+03
1.350127999999999929e+03,1.349522999999999911e+03
1.349522999999999911e+03,1.348240000000000009e+03
1.348240000000000009e+03,1.339567999999999984e+03
1.339567999999999984e+03,1.332112000000000080e+03
1.332112000000000080e+03,1.348273999999999887e+03
1.348273999999999887e+03,1.346625000000000000e+03
1.346625000000000000e+03,1.341174999999999955e+03
1.341174999999999955e+03,1.341464999999999918e+03
1.341464999999999918e+03,1.346701999999999998e+03
1.346701999999999998e+03,1.355394000000000005e+03
1.355394000000000005e+03,1.356423999999999978e+03
1.356423999999999978e+03,1.369294000000000096e+03
1.369294000000000096e+03,1.369584000000000060e+03
1.369584000000000060e+03,1.382344000000000051e+03
1.382344000000000051e+03,1.394463999999999942e+03
1.394463999999999942e+03,1.395374000000000024e+03
1.395374000000000024e+03,1.395294000000000096e+03
1.395294000000000096e+03,1.402124000000000024e+03
1.402124000000000024e+03,1.403044000000000096e+03
1.403044000000000096e+03,1.414394000000000005e+03
1.414394000000000005e+03,1.430212999999999965e+03
1.430212999999999965e+03,1.432103000000000065e+03
1.432103000000000065e+03,1.446492999999999938e+03
1.446492999999999938e+03,1.453462999999999965e+03
1.453462999999999965e+03,1.460123000000000047e+03
1.460123000000000047e+03,1.460462999999999965e+03
1.460462999999999965e+03,1.479284000000000106e+03
1.479284000000000106e+03,1.484054000000000087e+03
1.484054000000000087e+03,1.604384000000000015e+03
