x,y
1.604384000000000015e+03,1.728881000000000085e+03
1.728881000000000085e+03,1.792373000000000047e+03
1.792373000000000047e+03,1.795188000000000102e+03
1.795188000000000102e+03,1.786580999999999904e+03
1.786580999999999904e+03,1.755406999999999925e+03
1.755406999999999925e+03,1.693063000000000102e+03
1.693063000000000102e+03,1.568392000000000053e+03
1.568392000000000053e+03,1.494374000000000024e+03
1.494374000000000024e+03,1.494324000000000069e+03
1.494324000000000069e+03,1.493961999999999989e+03
1.493961999999999989e+03,1.490463999999999942e+03
1.490463999999999942e+03,1.488566000000000031e+03
1.488566000000000031e+03,1.487590999999999894e+03
1.487590999999999894e+03,1.481289999999999964e+03
1.481289999999999964e+03,1.466493999999999915e+03
1.466493999999999915e+03,1.462263999999999896e+03
1.462263999999999896e+03,1.446273999999999887e+03
1.446273999999999887e+03,1.446273999999999887e+03
1.446273999999999887e+03,1.429651000000000067e+03
1.429651000000000067e+03,1.426095000000000027e+03
1.426095000000000027e+03,1.423978000000000065e+03
1.423978000000000065e+03,1.419744999999999891e+03
1.419744999999999891e+03,1.421880000000000109e+03
1.421880000000000109e+03,1.432279999999999973e+03
1.432279999999999973e+03,1.431412000000000035e+03
1.431412000000000035e+03,1.429392000000000053e+03
1.429392000000000053e+03,1.417061999999999898e+03
1.417061999999999898e+03,1.411989000000000033e+03
1.411989000000000033e+03,1.389231999999999971e+03
1.389231999999999971e+03,1.386660000000000082e+03
1.386660000000000082e+03,1.385390000000000100e+03
1.385390000000000100e+03,1.386096999999999980e+03
1.386096999999999980e+03,1.397123000000000047e+03
1.397123000000000047e+03,1.406053000000000111e+03
1.406053000000000111e+03,1.421232999999999947e+03
1.421232999999999947e+03,1.434502999999999929e+03
1.434502999999999929e+03,1.434222999999999956e+03
1.434222999999999956e+03,1.434413000000000011e+03
1.434413000000000011e+03,1.458578999999999951e+03
1.458578999999999951e+03,1.484021999999999935e+03
1.484021999999999935e+03,1.729090999999999894e+03
1.729090999999999894e+03,1.752073000000000093e+03
1.752073000000000093e+03,1.763001999999999953e+03
1.763001999999999953e+03,1.783289999999999964e+03
1.783289999999999964e+03,1.812059999999999945e+03
1.812059999999999945e+03,1.816896999999999935e+03
1.816896999999999935e+03,1.818686999999999898e+03
1.818686999999999898e+03,1.833766000000000076e+03
1.833766000000000076e+03,1.834409000000000106e+03
1.834409000000000106e+03,1.837852000000000089e+03
1.837852000000000089e+03,1.836340999999999894e+03
1.836340999999999894e+03,1.842740999999999985e+03
1.842740999999999985e+03,1.843378999999999905e+03
1.843378999999999905e+03,1.843238000000000056e+03
1.843238000000000056e+03,1.842962999999999965e+03
1.842962999999999965e+03,1.844346999999999980e+03
1.844346999999999980e+03,1.852911000000000058e+03
1.852911000000000058e+03,1.867375000000000000e+03
1.867375000000000000e+03,1.875742999999999938e+03
1.875742999999999938e+03,1.910011999999999944e+03
1.910011999999999944e+03,1.910299999999999955e+03
1.910299999999999955e+03,1.778847999999999956e+03
1.778847999999999956e+03,1.712289999999999964e+03
1.712289999999999964e+03,1.679010999999999967e+03
1.679010999999999967e+03,1.649238000000000056e+03
1.649238000000000056e+03,1.650074000000000069e+03
1.650074000000000069e+03,1.651584000000000060e+03
1.651584000000000060e+03,1.652273999999999887e+03
1.652273999999999887e+03,1.650544000000000096e+03
1.650544000000000096e+03,1.628482999999999947e+03
1.628482999999999947e+03,1.616012999999999920e+03
1.616012999999999920e+03,1.611502999999999929e+03
1.611502999999999929e+03,1.603653000000000020e+03
1.603653000000000020e+03,1.597942999999999984e+03
1.597942999999999984e+03,1.590163000000000011e+03
1.590163000000000011e+03,1.586042999999999893e+03
1.586042999999999893e+03,1.581702999999999975e+03
1.581702999999999975e+03,1.583202999999999975e+03
1.583202999999999975e+03,1.584613000000000056e+03
1.584613000000000056e+03,1.585153000000000020e+03
1.585153000000000020e+03,1.562232999999999947e+03
1.562232999999999947e+03,1.539143000000000029e+03
1.539143000000000029e+03,1.533113000000000056e+03
1.533113000000000056e+03,1.532573000000000093e+03
1.532573000000000093e+03,1.524393000000000029e+03
1.524393000000000029e+03,1.524042999999999893e+03
1.524042999999999893e+03,1.520313000000000102e+03
1.520313000000000102e+03,1.516482999999999947e+03
1.516482999999999947e+03,1.517063000000000102e+03
1.517063000000000102e+03,1.517103000000000065e+03
1.517103000000000065e+03,1.519343000000000075e+03
1.519343000000000075e+03,1.509913000000000011e+03
1.509913000000000011e+03,1.498553000000000111e+03
1.498553000000000111e+03,1.495512999999999920e+03
1.495512999999999920e+03,1.483982999999999947e+03
1.483982999999999947e+03,1.478192999999999984e+03
1.478192999999999984e+03,1.471633000000000038e+03
1.471633000000000038e+03,1.467502999999999929e+03
1.467502999999999929e+03,1.465462999999999965e+03
1.465462999999999965e+03,1.422943999999999960e+03
1.422943999999999960e+03,1.392023999999999887e+03
1.392023999999999887e+03,1.370967000000000098e+03
1.370967000000000098e+03,1.374311999999999898e+03
1.374311999999999898e+03,1.189162000000000035e+03
1.189162000000000035e+03,1.002363000000000056e+03
1.002363000000000056e+03,6.287649999999999864e+02
6.287649999999999864e+02,3.784549999999999841e+02
3.784549999999999841e+02,3.891229999999999905e+02
3.891229999999999905e+02,3.892239999999999895e+02
3.892239999999999895e+02,3.832040000000000077e+02
3.832040000000000077e+02,3.783229999999999791e+02
3.783229999999999791e+02,3.671340000000000146e+02
3.671340000000000146e+02,3.634940000000000282e+02
3.634940000000000282e+02,3.524940000000000282e+02
3.524940000000000282e+02,3.422740000000000009e+02
3.422740000000000009e+02,3.311139999999999759e+02
3.311139999999999759e+02,3.284940000000000282e+02
3.284940000000000282e+02,3.144639999999999986e+02
3.144639999999999986e+02,3.001539999999999964e+02
3.001539999999999964e+02,2.953430000000000177e+02
2.953430000000000177e+02,2.939239999999999782e+02
2.939239999999999782e+02,2.904540000000000077e+02
2.904540000000000077e+02,2.703129999999999882e+02
2.703129999999999882e+02,2.734440000000000168e+02
2.734440000000000168e+02,2.791940000000000168e+02
2.791940000000000168e+02,2.874139999999999873e+02
2.874139999999999873e+02,2.901739999999999782e+02
2.901739999999999782e+02,2.963229999999999791e+02
2.963229999999999791e+02,3.035140000000000100e+02
3.035140000000000100e+02,3.059039999999999964e+02
3.059039999999999964e+02,3.096139999999999759e+02
3.096139999999999759e+02,3.506340000000000146e+02
3.506340000000000146e+02,3.632640000000000100e+02
3.632640000000000100e+02,3.651840000000000259e+02
3.651840000000000259e+02,3.882540000000000191e+02
3.882540000000000191e+02,5.651689999999999827e+02
5.651689999999999827e+02,7.520190000000000055e+02
7.520190000000000055e+02,1.125720000000000027e+03
1.125720000000000027e+03,1.293881000000000085e+03
1.293881000000000085e+03,1.454303000000000111e+03
1.454303000000000111e+03,1.572154999999999973e+03
1.572154999999999973e+03,1.646608999999999924e+03
1.646608999999999924e+03,1.704606999999999971e+03
1.704606999999999971e+03,1.703278000000000020e+03
1.703278000000000020e+03,1.762974999999999909e+03
1.762974999999999909e+03,1.919409000000000106e+03
1.919409000000000106e+03,2.105463999999999942e+03
2.105463999999999942e+03,2.198492000000000189e+03
2.198492000000000189e+03,2.232273999999999887e+03
2.232273999999999887e+03,2.232273999999999887e+03
2.232273999999999887e+03,2.232273999999999887e+03
2.232273999999999887e+03,2.232273999999999887e+03
2.232273999999999887e+03,2.232273999999999887e+03
2.232273999999999887e+03,2.232273999999999887e+03
2.232273999999999887e+03,2.232273999999999887e+03
2.232273999999999887e+03,2.232273999999999887e+03
2.232273999999999887e+03,2.232273999999999887e+03
2.232273999999999887e+03,2.232273999999999887e+03
2.232273999999999887e+03,2.232273999999999887e+03
2.232273999999999887e+03,2.232273999999999887e+03
2.232273999999999887e+03,2.232273999999999887e+03
2.232273999999999887e+03,2.232273999999999887e+03
2.232273999999999887e+03,2.232273999999999887e+03
2.232273999999999887e+03,2.232273999999999887e+03
2.232273999999999887e+03,2.232273999999999887e+03
2.232273999999999887e+03,2.232273999999999887e+03
2.232273999999999887e+03,2.232273999999999887e+03
2.232273999999999887e+03,2.232273999999999887e+03
2.232273999999999887e+03,2.232273999999999887e+03
2.232273999999999887e+03,2.232273999999999887e+03
2.232273999999999887e+03,2.232273999999999887e+03
2.232273999999999887e+03,2.232273999999999887e+03
2.232273999999999887e+03,2.232273999999999887e+03
2.232273999999999887e+03,2.232273999999999887e+03
2.232273999999999887e+03,2.232273999999999887e+03
2.232273999999999887e+03,2.232273999999999887e+03
2.232273999999999887e+03,2.232273999999999887e+03
2.232273999999999887e+03,2.232273999999999887e+03
2.232273999999999887e+03,2.232273999999999887e+03
2.232273999999999887e+03,2.232273999999999887e+03
2.232273999999999887e+03,2.232273999999999887e+03
2.232273999999999887e+03,1.959173000000000002e+03
1.959173000000000002e+03,1.762753999999999905e+03
1.762753999999999905e+03,1.694223999999999933e+03
1.694223999999999933e+03,1.678273999999999887e+03
1.678273999999999887e+03,1.645673999999999978e+03
1.645673999999999978e+03,1.599034000000000106e+03
1.599034000000000106e+03,1.592182999999999993e+03
1.592182999999999993e+03,1.577164999999999964e+03
1.577164999999999964e+03,1.576191000000000031e+03
1.576191000000000031e+03,1.576624000000000024e+03
1.576624000000000024e+03,1.576624000000000024e+03
1.422143000000000029e+03,1.422143000000000029e+03
1.422143000000000029e+03,1.421343000000000075e+03
1.421343000000000075e+03,1.423012999999999920e+03
1.423012999999999920e+03,1.429272999999999911e+03
1.429272999999999911e+03,1.429103000000000065e+03
1.429103000000000065e+03,1.422143000000000029e+03
1.422143000000000029e+03,1.422143000000000029e+03
1.417262999999999920e+03,1.417262999999999920e+03
1.417262999999999920e+03,1.424502999999999929e+03
1.424502999999999929e+03,1.425103000000000065e+03
1.425103000000000065e+03,1.417363000000000056e+03
1.417363000000000056e+03,1.417262999999999920e+03
1.417262999999999920e+03,1.417262999999999920e+03
1.385482999999999947e+03,1.385482999999999947e+03
1.385482999999999947e+03,1.382272999999999911e+03
1.382272999999999911e+03,1.377053000000000111e+03
1.377053000000000111e+03,1.383462999999999965e+03
1.383462999999999965e+03,1.384093000000000075e+03
1.384093000000000075e+03,1.384002999999999929e+03
1.384002999999999929e+03,1.373502999999999929e+03
1.373502999999999929e+03,1.369913000000000011e+03
1.369913000000000011e+03,1.369002999999999929e+03
1.369002999999999929e+03,1.378403000000000020e+03
1.378403000000000020e+03,1.388063000000000102e+03
1.388063000000000102e+03,1.389472999999999956e+03
1.389472999999999956e+03,1.385482999999999947e+03
1.385482999999999947e+03,1.385482999999999947e+03
1.359393000000000029e+03,1.359393000000000029e+03
1.359393000000000029e+03,1.358452999999999975e+03
1.358452999999999975e+03,1.347952999999999975e+03
1.347952999999999975e+03,1.346982999999999947e+03
1.346982999999999947e+03,1.343103000000000065e+03
1.343103000000000065e+03,1.343992999999999938e+03
1.343992999999999938e+03,1.344222999999999956e+03
1.344222999999999956e+03,1.360182999999999993e+03
1.360182999999999993e+03,1.363323000000000093e+03
1.363323000000000093e+03,1.363432999999999993e+03
1.363432999999999993e+03,1.363242999999999938e+03
1.363242999999999938e+03,1.362262999999999920e+03
1.362262999999999920e+03,1.360432999999999993e+03
1.360432999999999993e+03,1.359393000000000029e+03
1.359393000000000029e+03,1.359393000000000029e+03
1.432232999999999947e+03,1.432232999999999947e+03
1.432232999999999947e+03,1.435292999999999893e+03
1.435292999999999893e+03,1.432232999999999947e+03
1.432232999999999947e+03,1.432232999999999947e+03
1.429123000000000047e+03,1.429123000000000047e+03
1.429123000000000047e+03,1.427373000000000047e+03
1.427373000000000047e+03,1.426242999999999938e+03
1.426242999999999938e+03,1.429123000000000047e+03
1.429123000000000047e+03,1.429123000000000047e+03
1.447893000000000029e+03,1.447893000000000029e+03
1.447893000000000029e+03,1.449063000000000102e+03
1.449063000000000102e+03,1.449222999999999956e+03
1.449222999999999956e+03,1.456343000000000075e+03
1.456343000000000075e+03,1.455492999999999938e+03
1.455492999999999938e+03,1.447893000000000029e+03
1.447893000000000029e+03,1.447893000000000029e+03
1.350133000000000038e+03,1.350133000000000038e+03
1.350133000000000038e+03,1.349053000000000111e+03
1.349053000000000111e+03,1.345482999999999947e+03
1.345482999999999947e+03,1.345053000000000111e+03
1.345053000000000111e+03,1.350502999999999929e+03
1.350502999999999929e+03,1.359482999999999947e+03
1.359482999999999947e+03,1.361393000000000029e+03
1.361393000000000029e+03,1.362252999999999929e+03
1.362252999999999929e+03,1.362303000000000111e+03
1.362303000000000111e+03,1.362252999999999929e+03
1.362252999999999929e+03,1.353353000000000065e+03
1.353353000000000065e+03,1.349282999999999902e+03
1.349282999999999902e+03,1.350133000000000038e+03
1.350133000000000038e+03,1.350133000000000038e+03
1.370022999999999911e+03,1.370022999999999911e+03
1.370022999999999911e+03,1.377182999999999993e+03
1.377182999999999993e+03,1.381593000000000075e+03
1.381593000000000075e+03,1.387313000000000102e+03
1.387313000000000102e+03,1.388103000000000065e+03
1.388103000000000065e+03,1.388222999999999956e+03
1.388222999999999956e+03,1.388192999999999984e+03
1.388192999999999984e+03,1.386192999999999984e+03
1.386192999999999984e+03,1.378093000000000075e+03
1.378093000000000075e+03,1.374843000000000075e+03
1.374843000000000075e+03,1.370022999999999911e+03
1.370022999999999911e+03,1.370022999999999911e+03
1.364212999999999965e+03,1.364212999999999965e+03
1.364212999999999965e+03,1.367563000000000102e+03
1.367563000000000102e+03,1.368432999999999993e+03
1.368432999999999993e+03,1.364212999999999965e+03
1.364212999999999965e+03,1.364212999999999965e+03
1.452442999999999984e+03,1.452442999999999984e+03
1.452442999999999984e+03,1.449353000000000065e+03
1.449353000000000065e+03,1.446022999999999911e+03
1.446022999999999911e+03,1.453242999999999938e+03
1.453242999999999938e+03,1.452442999999999984e+03
1.452442999999999984e+03,1.452442999999999984e+03
1.341982999999999947e+03,1.341982999999999947e+03
1.341982999999999947e+03,1.340893000000000029e+03
1.340893000000000029e+03,1.339232999999999947e+03
1.339232999999999947e+03,1.339133000000000038e+03
1.339133000000000038e+03,1.341982999999999947e+03
1.341982999999999947e+03,1.341982999999999947e+03
1.452593000000000075e+03,1.452593000000000075e+03
1.452593000000000075e+03,1.452022999999999911e+03
1.452022999999999911e+03,1.455663000000000011e+03
1.455663000000000011e+03,1.452593000000000075e+03
1.452593000000000075e+03,1.452593000000000075e+03
1.461202999999999975e+03,1.461202999999999975e+03
1.461202999999999975e+03,1.459212999999999965e+03
1.459212999999999965e+03,1.455153000000000020e+03
1.455153000000000020e+03,1.457982999999999947e+03
1.457982999999999947e+03,1.461202999999999975e+03
1.461202999999999975e+03,1.461202999999999975e+03
1.453583000000000084e+03,1.453583000000000084e+03
1.453583000000000084e+03,1.453542999999999893e+03
1.453542999999999893e+03,1.449232999999999947e+03
1.449232999999999947e+03,1.452403000000000020e+03
1.452403000000000020e+03,1.448002999999999929e+03
1.448002999999999929e+03,1.446173000000000002e+03
1.446173000000000002e+03,1.445192999999999984e+03
1.445192999999999984e+03,1.446103000000000065e+03
1.446103000000000065e+03,1.453583000000000084e+03
1.453583000000000084e+03,1.453583000000000084e+03
1.427252999999999929e+03,1.427252999999999929e+03
1.427252999999999929e+03,1.427573000000000093e+03
1.427573000000000093e+03,1.428393000000000029e+03
1.428393000000000029e+03,1.435972999999999956e+03
1.435972999999999956e+03,1.436222999999999956e+03
1.436222999999999956e+03,1.430292999999999893e+03
1.430292999999999893e+03,1.438502999999999929e+03
1.438502999999999929e+03,1.440502999999999929e+03
1.440502999999999929e+03,1.441353000000000065e+03
1.441353000000000065e+03,1.441292999999999893e+03
1.441292999999999893e+03,1.439313000000000102e+03
1.439313000000000102e+03,1.430143000000000029e+03
1.430143000000000029e+03,1.427252999999999929e+03
1.427252999999999929e+03,1.427252999999999929e+03
1.433292999999999893e+03,1.433292999999999893e+03
1.433292999999999893e+03,1.440083000000000084e+03
1.440083000000000084e+03,1.440333000000000084e+03
1.440333000000000084e+03,1.440553000000000111e+03
1.440553000000000111e+03,1.444603000000000065e+03
1.444603000000000065e+03,1.443212999999999965e+03
1.443212999999999965e+03,1.441522999999999911e+03
1.441522999999999911e+03,1.436462999999999965e+03
1.436462999999999965e+03,1.434482999999999947e+03
1.434482999999999947e+03,1.428823000000000093e+03
1.428823000000000093e+03,1.429032999999999902e+03
1.429032999999999902e+03,1.429343000000000075e+03
1.429343000000000075e+03,1.433292999999999893e+03
1.433292999999999893e+03,1.433292999999999893e+03
1.423292999999999893e+03,1.423292999999999893e+03
1.423292999999999893e+03,1.425123000000000047e+03
1.425123000000000047e+03,1.425442999999999984e+03
1.425442999999999984e+03,1.423462999999999965e+03
1.423462999999999965e+03,1.423292999999999893e+03
1.423292999999999893e+03,1.423292999999999893e+03
1.418363000000000056e+03,1.418363000000000056e+03
1.418363000000000056e+03,1.411363000000000056e+03
1.411363000000000056e+03,1.411143000000000029e+03
1.411143000000000029e+03,1.410903000000000020e+03
1.410903000000000020e+03,1.415393000000000029e+03
1.415393000000000029e+03,1.418292999999999893e+03
1.418292999999999893e+03,1.419512999999999920e+03
1.419512999999999920e+03,1.420413000000000011e+03
1.420413000000000011e+03,1.421303000000000111e+03
1.421303000000000111e+03,1.419262999999999920e+03
1.419262999999999920e+03,1.418363000000000056e+03
1.418363000000000056e+03,1.418363000000000056e+03
1.444073000000000093e+03,1.444073000000000093e+03
1.444073000000000093e+03,1.443262999999999920e+03
1.443262999999999920e+03,1.447123000000000047e+03
1.447123000000000047e+03,1.447413000000000011e+03
1.447413000000000011e+03,1.444073000000000093e+03
1.444073000000000093e+03,1.444073000000000093e+03
1.420063000000000102e+03,1.420063000000000102e+03
1.420063000000000102e+03,1.422353000000000065e+03
1.422353000000000065e+03,1.423063000000000102e+03
1.423063000000000102e+03,1.422363000000000056e+03
1.422363000000000056e+03,1.420063000000000102e+03
1.420063000000000102e+03,1.420063000000000102e+03
1.303333000000000084e+03,1.303333000000000084e+03
1.303333000000000084e+03,1.298282999999999902e+03
1.298282999999999902e+03,1.301343000000000075e+03
1.301343000000000075e+03,1.300123000000000047e+03
1.300123000000000047e+03,1.299093000000000075e+03
1.299093000000000075e+03,1.307313000000000102e+03
1.307313000000000102e+03,1.307303000000000111e+03
1.307303000000000111e+03,1.303333000000000084e+03
1.303333000000000084e+03,1.303333000000000084e+03
1.329982999999999947e+03,1.329982999999999947e+03
1.329982999999999947e+03,1.332093000000000075e+03
1.332093000000000075e+03,1.334163000000000011e+03
1.334163000000000011e+03,1.337373000000000047e+03
1.337373000000000047e+03,1.336542999999999893e+03
1.336542999999999893e+03,1.334242999999999938e+03
1.334242999999999938e+03,1.331423000000000002e+03
1.331423000000000002e+03,1.329982999999999947e+03
1.329982999999999947e+03,1.329982999999999947e+03
1.335143000000000029e+03,1.335143000000000029e+03
1.335143000000000029e+03,1.338393000000000029e+03
1.338393000000000029e+03,1.336383000000000038e+03
1.336383000000000038e+03,1.335143000000000029e+03
1.335143000000000029e+03,1.335143000000000029e+03
1.398962999999999965e+03,1.398962999999999965e+03
1.398962999999999965e+03,1.408083000000000084e+03
1.408083000000000084e+03,1.407343000000000075e+03
1.407343000000000075e+03,1.404083000000000084e+03
1.404083000000000084e+03,1.405143000000000029e+03
1.405143000000000029e+03,1.401022999999999911e+03
1.401022999999999911e+03,1.398962999999999965e+03
1.398962999999999965e+03,1.398962999999999965e+03
1.405012999999999920e+03,1.405012999999999920e+03
1.405012999999999920e+03,1.404073000000000093e+03
1.404073000000000093e+03,1.412353000000000065e+03
1.412353000000000065e+03,1.412452999999999975e+03
1.412452999999999975e+03,1.412143000000000029e+03
1.412143000000000029e+03,1.412823000000000093e+03
1.412823000000000093e+03,1.416113000000000056e+03
1.416113000000000056e+03,1.416623000000000047e+03
1.416623000000000047e+03,1.413313000000000102e+03
1.413313000000000102e+03,1.406103000000000065e+03
1.406103000000000065e+03,1.405012999999999920e+03
1.405012999999999920e+03,1.405012999999999920e+03
1.401982999999999947e+03,1.401982999999999947e+03
1.401982999999999947e+03,1.411383000000000038e+03
1.411383000000000038e+03,1.412182999999999993e+03
1.412182999999999993e+03,1.401982999999999947e+03
1.401982999999999947e+03,1.401982999999999947e+03
1.426073000000000093e+03,1.426073000000000093e+03
1.426073000000000093e+03,1.427103000000000065e+03
1.427103000000000065e+03,1.432472999999999956e+03
1.432472999999999956e+03,1.434192999999999984e+03
1.434192999999999984e+03,1.434272999999999911e+03
1.434272999999999911e+03,1.426073000000000093e+03
1.426073000000000093e+03,1.426073000000000093e+03
1.443653000000000020e+03,1.443653000000000020e+03
1.443653000000000020e+03,1.444073000000000093e+03
1.444073000000000093e+03,1.444542999999999893e+03
1.444542999999999893e+03,1.447542999999999893e+03
1.447542999999999893e+03,1.446383000000000038e+03
1.446383000000000038e+03,1.443653000000000020e+03
1.443653000000000020e+03,1.443653000000000020e+03
1.430313000000000102e+03,1.430313000000000102e+03
1.430313000000000102e+03,1.435042999999999893e+03
1.435042999999999893e+03,1.435133000000000038e+03
1.435133000000000038e+03,1.431063000000000102e+03
1.431063000000000102e+03,1.430313000000000102e+03
1.430313000000000102e+03,1.430313000000000102e+03
1.435962999999999965e+03,1.435962999999999965e+03
1.435962999999999965e+03,1.439482999999999947e+03
1.439482999999999947e+03,1.440373000000000047e+03
1.440373000000000047e+03,1.440992999999999938e+03
1.440992999999999938e+03,1.442633000000000038e+03
1.442633000000000038e+03,1.437073000000000093e+03
1.437073000000000093e+03,1.435962999999999965e+03
1.435962999999999965e+03,1.435962999999999965e+03
1.433363000000000056e+03,1.433363000000000056e+03
1.433363000000000056e+03,1.442482999999999947e+03
1.442482999999999947e+03,1.443442999999999984e+03
1.443442999999999984e+03,1.440472999999999956e+03
1.440472999999999956e+03,1.433363000000000056e+03
1.433363000000000056e+03,1.433363000000000056e+03
1.451002999999999929e+03,1.451002999999999929e+03
1.451002999999999929e+03,1.461633000000000038e+03
1.461633000000000038e+03,1.451182999999999993e+03
1.451182999999999993e+03,1.451002999999999929e+03
1.451002999999999929e+03,1.451002999999999929e+03
